sample	pre.ccf	on.ccf	pre.ccf.pyc	on.ccf.pyc	pre.ccf.abs	on.ccf.abs	pre.ccf.pyc.ci	on.ccf.pyc.ci	pre.is.neo	on.is.neo	gene	clonal	clonal2
Pt100_8_8092104_T_C	Pt100	0	0.50237991628864	0	0.260715774629	0	NA	0	0.50237991628864	0	0	FAM86B3P	novel subclonal in on	positive selection
Pt100_9_16045_C_T	Pt100	0	1.02752463837228	0	0.656151222196	0	1	0	1.02752463837228	0	0	WASH1	novel clonal in on	positive selection
Pt100_X_135049608_A_C	Pt100	0	NA	0	NA	0	0.77	0	NA	0	0	MMGT1	NA	NA
Pt101_1_248813483_C_G	Pt101	0.93276522554964	0	0.490166177466	0	NA	0	0.93276522554964	0	0	0	0	lost subclonal pre2on	negative selection
Pt101_11_47744591_A_T	Pt101	0.98001090376936	0	0.549728397623	0	0.33	0	0.98001090376936	0	0	0	0	lost clonal pre2on	negative selection
Pt101_12_29936449_C_A	Pt101	1.11752539579688	0	0.732192454371	0	0.82	0	1.11752539579688	0	0	0	0	lost clonal pre2on	negative selection
Pt101_12_29936472_C_T	Pt101	1.11405864828744	1.02114933868332	0.848256120542	0.661297947394	1	1	1.11405864828744	1.02114933868332	0	0	TMTC1	clonal both	no selection
Pt101_17_5036224_C_G	Pt101	1.12433170498244	0	0.807663104994	0	0.99	0	1.12433170498244	0	1	0	0	lost clonal pre2on	negative selection
Pt101_17_39305761_T_G	Pt101	1.12282618548336	0	0.843234317246	0	1	0	1.12282618548336	0	0	0	0	lost clonal pre2on	negative selection
Pt101_19_17397485_G_T	Pt101	1.0904547105042	0	0.666907502192	0	NA	0	1.0904547105042	0	0	0	0	lost clonal pre2on	negative selection
Pt101_19_44891089_A_T	Pt101	0.86423488037288	0.34834477092236	0.447632204444	0.194084997482	0.22	0.22	0.86423488037288	0.34834477092236	0	0	ZNF285	subclonal both	no selection
Pt101_2_96593025_C_T	Pt101	0.8042080948538	0	0.406450953916	0	0.19	0	0.8042080948538	0	0	0	0	lost subclonal pre2on	negative selection
Pt101_2_176995148_G_T	Pt101	0.9722865009494	0	0.521920427966	0	0.36	0	0.9722865009494	0	0	0	0	lost clonal pre2on	negative selection
Pt101_21_11058330_G_A	Pt101	0.81210726677908	0	0.418680076417	0	0.22	0	0.81210726677908	0	0	0	0	lost subclonal pre2on	negative selection
Pt101_3_49395482_G_C	Pt101	0.90926360393168	0	0.47055514507	0	0.29	0	0.90926360393168	0	1	0	0	lost subclonal pre2on	negative selection
Pt101_6_133014444_A_C	Pt101	1.11140027483688	0	0.737479374121	0	0.7	0	1.11140027483688	0	1	0	0	lost clonal pre2on	negative selection
Pt101_7_23353160_A_G	Pt101	1.07726058823556	0	0.677353333705	0	0.52	0	1.07726058823556	0	1	0	0	lost clonal pre2on	negative selection
Pt101_9_20414346_G_A	Pt101	0.82400058225624	0	0.427849913298	0	0.22	0	0.82400058225624	0	0	0	0	lost subclonal pre2on	negative selection
Pt101_9_20414379_G_A	Pt101	0.89449000813852	0	0.487625803137	0	0.27	0	0.89449000813852	0	0	0	0	lost subclonal pre2on	negative selection
Pt101_X_34148877_C_G	Pt101	NA	0	NA	0	0.89	0	NA	0	0	0	0	NA	NA
Pt101_1_89449117_A_G	Pt101	0	0.408719794075108	0	0.214930016569	0	0.28	0	0.408719794075108	0	0	RBMXL1	novel subclonal in on	positive selection
Pt101_10_21806056_G_A	Pt101	0	0.83323318699476	0	0.460236786374	0	NA	0	0.83323318699476	0	0	SKIDA1	novel subclonal in on	positive selection
Pt101_13_108518661_T_C	Pt101	0	0.36394907417438	0	0.203262525513	0	0.23	0	0.36394907417438	0	1	FAM155A	novel subclonal in on	positive selection
Pt101_16_28620572_C_T	Pt101	0	1.0885493194754	0	0.849253575507	0	NA	0	1.0885493194754	0	0	SULT1A1	novel clonal in on	positive selection
Pt101_18_14214214_C_A	Pt101	0	0.357207598602644	0	0.193183954307	0	0.21	0	0.357207598602644	0	0	ANKRD20A5P	novel subclonal in on	positive selection
Pt101_19_49657757_A_G	Pt101	0	0.7629614671968	0	0.466887652633	0	0.57	0	0.7629614671968	0	0	HRC	novel subclonal in on	positive selection
Pt101_22_28194936_C_T	Pt101	0	0.356463196629608	0	0.220832050063	0	0.27	0	0.356463196629608	0	0	MN1	novel subclonal in on	positive selection
Pt101_7_5352656_G_T	Pt101	0	0.82580137779992	0	0.50731047396	0	0.62	0	0.82580137779992	0	0	TNRC18	novel subclonal in on	positive selection
Pt101_7_151932990_C_T	Pt101	0	0.42121128140126	0	0.261327271149	0	0.32	0	0.42121128140126	0	1	KMT2C	novel subclonal in on	positive selection
Pt101_X_64956699_G_A	Pt101	0	NA	0	NA	0	0.36	0	NA	0	0	MSN	NA	NA
Pt102_1_6509039_G_A	Pt102	0.258427264782476	0	0.174758322775	0	NA	0	0.258427264782476	0	0	0	0	lost subclonal pre2on	negative selection
Pt102_1_18688611_C_T	Pt102	1.0295425974376	1.01323732864187	0.986260165299	0.9880853251	1	1	1.0295425974376	1.01323732864187	1	1	IGSF21	clonal both	no selection
Pt102_1_18809378_G_A	Pt102	1.01565735308696	1.01656738780525	0.990233544511	0.986948102694	1	1	1.01565735308696	1.01656738780525	1	1	KLHDC7A	clonal both	no selection
Pt102_1_27690016_C_A	Pt102	1.03502228545105	1.03536610401006	0.98521234846	0.981593148136	NA	1	1.03502228545105	1.03536610401006	0	0	MAP3K6	clonal both	no selection
Pt102_1_29189760_C_T	Pt102	1.04023617949229	1.03265208600007	0.983096963535	0.982871291074	NA	NA	1.04023617949229	1.03265208600007	0	0	OPRD1	clonal both	no selection
Pt102_1_34158590_G_A	Pt102	1.01885717127036	1.04703479623947	0.989859730925	0.976452125903	NA	0.93	1.01885717127036	1.04703479623947	1	1	CSMD2	clonal both	no selection
Pt102_1_38227465_C_T	Pt102	1.05188711216372	1.01524387977246	0.973081663571	0.987581270433	0.93	1	1.05188711216372	1.01524387977246	0	0	EPHA10	clonal both	no selection
Pt102_1_41285561_C_A	Pt102	1.03031351276855	1.04339462726596	0.985476606323	0.974288893893	0.97	0.93	1.03031351276855	1.04339462726596	0	0	KCNQ4	clonal both	no selection
Pt102_1_43898193_G_A	Pt102	1.07655619257923	1.03279355765814	0.969043193558	0.983007652016	NA	NA	1.07655619257923	1.03279355765814	0	0	SZT2	clonal both	no selection
Pt102_1_44064422_G_T	Pt102	1.03384552595096	1.03878045213133	0.984588830149	0.979187116148	0.99	0.97	1.03384552595096	1.03878045213133	0	0	PTPRF	clonal both	no selection
Pt102_1_47403675_C_T	Pt102	1.01575745633723	1.01673791231008	0.990033354587	0.987000071808	1	1	1.01575745633723	1.01673791231008	0	0	CYP4A11	clonal both	no selection
Pt102_1_50666644_C_T	Pt102	1.01381622356606	1.01287195366363	0.990398548054	0.987817278761	1	1	1.01381622356606	1.01287195366363	1	1	ELAVL4	clonal both	no selection
Pt102_1_77763331_G_A	Pt102	1.06017809632261	1.06381784540565	0.940663506387	0.962773269226	0.84	0.86	1.06017809632261	1.06381784540565	0	0	AK5	clonal both	no selection
Pt102_1_78329661_C_T	Pt102	1.02838813775011	1.05698496255178	0.986399983434	0.97291903918	1	0.93	1.02838813775011	1.05698496255178	1	1	FAM73A	clonal both	no selection
Pt102_1_103461562_C_T	Pt102	1.04098057387548	1.04499719430076	0.977243949496	0.972100139544	0.94	0.92	1.04098057387548	1.04499719430076	0	0	COL11A1	clonal both	no selection
Pt102_1_110582064_C_T	Pt102	1.0377570429688	1.05063868306526	0.981868894223	0.971308881618	0.95	0.91	1.0377570429688	1.05063868306526	1	1	STRIP1	clonal both	no selection
Pt102_1_113240954_G_T	Pt102	1.01987500075495	1.02222117236118	0.98916878975	0.985610892724	1	1	1.01987500075495	1.02222117236118	0	0	MOV10	clonal both	no selection
Pt102_1_114524266_C_T	Pt102	1.04799916398233	1.01473995625992	0.976774841677	0.987564177888	0.92	1	1.04799916398233	1.01473995625992	1	1	OLFML3	clonal both	no selection
Pt102_1_115256529_T_C	Pt102	1.01111573898175	1.01098392445395	0.990991494604	0.988545695031	1	1	1.01111573898175	1.01098392445395	0	0	NRAS	clonal both	no selection
Pt102_1_117552474_A_G	Pt102	1.0384769747171	1.0484302058892	0.983762193167	0.977540096525	1	0.97	1.0384769747171	1.0484302058892	1	1	CD101	clonal both	no selection
Pt102_1_147092445_C_T	Pt102	1.0351964790232	1.03303693123016	0.984314594382	0.981876029327	1	1	1.0351964790232	1.03303693123016	0	0	BCL9	clonal both	no selection
Pt102_1_147131642_C_A	Pt102	1.02901155635966	1.04171384139873	0.986592545335	0.979372866509	1	1	1.02901155635966	1.04171384139873	0	0	ACP6	clonal both	no selection
Pt102_1_151238890_C_T	Pt102	1.04015283776559	1.03962379253954	0.982252758496	0.979940306847	1	1	1.04015283776559	1.03962379253954	0	0	PSMD4	clonal both	no selection
Pt102_1_152281025_C_T	Pt102	1.04726264935583	1.02034107899837	0.978158215339	0.98609424482	0.96	1	1.04726264935583	1.02034107899837	1	1	FLG	clonal both	no selection
Pt102_1_152284730_C_T	Pt102	1.07927766253285	1.0279873894124	0.943653325763	0.983654352351	0.83	1	1.07927766253285	1.0279873894124	1	1	FLG	clonal both	no selection
Pt102_1_152770336_C_A	Pt102	1.035593236457	1.04070402659072	0.984017027402	0.979268442811	1	0.97	1.035593236457	1.04070402659072	0	0	LCE1D	clonal both	no selection
Pt102_1_153314184_G_A	Pt102	1.07116144334215	1.03439689269227	0.966308434944	0.981582403494	0.88	1	1.07116144334215	1.03439689269227	0	0	PGLYRP4	clonal both	no selection
Pt102_1_153317862_G_T	Pt102	1.06668318863848	1.02020292120034	0.971286177726	0.986128538042	0.91	1	1.06668318863848	1.02020292120034	0	0	PGLYRP4	clonal both	no selection
Pt102_1_153800830_G_A	Pt102	1.03771147824808	1.07720941861376	0.984003417093	0.965178775654	1	0.89	1.03771147824808	1.07720941861376	0	0	GATAD2B	clonal both	no selection
Pt102_1_154962669_C_T	Pt102	1.06589637080299	1.09213496794656	0.969113431019	0.952958217667	0.9	0.81	1.06589637080299	1.09213496794656	0	0	FLAD1	clonal both	no selection
Pt102_1_156013850_G_T	Pt102	1.11572359740785	1.03383485070037	0.956867062324	0.982459618172	NA	1	1.11572359740785	1.03383485070037	0	0	UBQLN4	clonal both	no selection
Pt102_1_157095653_G_A	Pt102	1.07614358378354	1.05404495357494	0.958833486616	0.972538813182	0.85	0.91	1.07614358378354	1.05404495357494	0	0	ETV3	clonal both	no selection
Pt102_1_157494307_C_T	Pt102	1.03651568364002	1.04781058670154	0.984469126232	0.97662034766	1	0.96	1.03651568364002	1.04781058670154	0	0	FCRL5	clonal both	no selection
Pt102_1_157508946_C_T	Pt102	1.05231890640759	1.0424855716681	0.977249199992	0.978863958492	0.97	0.99	1.05231890640759	1.0424855716681	0	0	FCRL5	clonal both	no selection
Pt102_1_158632573_G_A	Pt102	1.02734164958463	1.02555728307634	0.986805881803	0.984490939772	1	1	1.02734164958463	1.02555728307634	0	0	SPTA1	clonal both	no selection
Pt102_1_160970878_G_A	Pt102	1.06243393282793	1.05820589674346	0.970495401953	0.970795363255	0.91	0.9	1.06243393282793	1.05820589674346	1	1	F11R	clonal both	no selection
Pt102_1_162324999_G_T	Pt102	0.312398525545944	0	0.198389618688	0	0.23	0	0.312398525545944	0	1	0	0	lost subclonal pre2on	negative selection
Pt102_1_165218717_G_A	Pt102	1.06332679824441	1.05870533003545	0.967634909043	0.968743338058	0.9	0.88	1.06332679824441	1.05870533003545	0	0	LMX1A	clonal both	no selection
Pt102_1_165649772_G_T	Pt102	1.12021166837459	1.02839475871396	0.925722614587	0.983790322528	0.75	1	1.12021166837459	1.02839475871396	0	0	ALDH9A1	clonal both	no selection
Pt102_1_175331791_A_G	Pt102	1.03818424268209	1.07855564723066	0.983820284246	0.963611779248	1	1	1.03818424268209	1.07855564723066	0	0	TNR	clonal both	no selection
Pt102_1_179989921_C_T	Pt102	1.03150985421752	1.1003008756855	0.985732141038	0.940888462417	1	1	1.03150985421752	1.1003008756855	0	0	CEP350	clonal both	no selection
Pt102_1_181727908_C_T	Pt102	1.03413475385802	1.16612654843744	0.985364120909	0.915812836902	1	1	1.03413475385802	1.16612654843744	0	0	CACNA1E	clonal both	no selection
Pt102_1_182822487_C_T	Pt102	1.05053778360002	1.18743022377104	0.977538298609	0.872136670044	0.96	1	1.05053778360002	1.18743022377104	0	0	DHX9	clonal both	no selection
Pt102_1_185137464_T_A	Pt102	1.2169622237252	1.14904129645362	0.694136153437	0.962135118029	0.54	0.77	1.2169622237252	1.14904129645362	0	0	SWT1	clonal both	no selection
Pt102_1_185985084_C_T	Pt102	1.05319727322521	1.10009581695146	0.974397539291	0.975976021436	0.93	0.8	1.05319727322521	1.10009581695146	0	0	HMCN1	clonal both	no selection
Pt102_1_186017923_A_G	Pt102	1.02227704117681	1.10666294621252	0.988409165778	0.823005618347	1	1	1.02227704117681	1.10666294621252	1	1	HMCN1	clonal both	no selection
Pt102_1_196461406_T_A	Pt102	1.13167726948912	1.12699825687631	0.927138850151	0.965682237277	0.76	0.92	1.13167726948912	1.12699825687631	1	1	KCNT2	clonal both	no selection
Pt102_1_196963228_C_T	Pt102	1.04876579227714	1.20149238414096	0.976760153261	0.856350634515	0.94	1	1.04876579227714	1.20149238414096	1	1	CFHR5	clonal both	no selection
Pt102_1_203316691_C_T	Pt102	1.05700423955956	1.1439375745092	0.974286201307	0.822387457701	0.93	1	1.05700423955956	1.1439375745092	0	0	FMOD	clonal both	no selection
Pt102_1_204587926_C_T	Pt102	1.15535514969148	1.1285726123197	0.90039624737	0.968641872837	0.71	0.9	1.15535514969148	1.1285726123197	1	1	LRRN2	clonal both	no selection
Pt102_1_219384966_C_T	Pt102	1.07778956271701	1.09968813588565	0.95589930292	0.975238430641	0.84	0.81	1.07778956271701	1.09968813588565	0	0	LYPLAL1	clonal both	no selection
Pt102_1_223285791_C_T	Pt102	1.03216312966039	1.08618480770788	0.985347821208	0.936776985481	1	1	1.03216312966039	1.08618480770788	0	0	TLR5	clonal both	no selection
Pt102_1_228560326_C_T	Pt102	1.02940893076875	1.10731978289252	0.986209005955	0.88089898885	1	1	1.02940893076875	1.10731978289252	0	0	OBSCN	clonal both	no selection
Pt102_1_228595990_G_T	Pt102	1.05129457692922	1.13501568305212	0.980333993424	0.962348103414	NA	1	1.05129457692922	1.13501568305212	1	1	TRIM17	clonal both	no selection
Pt102_1_228699620_G_A	Pt102	1.09844279515538	1.12561176261154	0.960555863429	0.953332027755	0.81	1	1.09844279515538	1.12561176261154	0	0	BTNL10	clonal both	no selection
Pt102_1_232539900_C_T	Pt102	1.06868222776412	1.12430175869516	0.781857957016	0.971255091279	0.65	0.86	1.06868222776412	1.12430175869516	1	1	SIPA1L2	clonal both	no selection
Pt102_1_232575135_G_A	Pt102	1.06082887258191	1.12432985898716	0.970592374444	0.876137817989	0.9	1	1.06082887258191	1.12432985898716	0	0	SIPA1L2	clonal both	no selection
Pt102_1_240072257_C_T	Pt102	1.05541407441552	1.13266880199062	0.974440235702	0.970415817725	0.93	0.88	1.05541407441552	1.13266880199062	0	0	CHRM3	clonal both	no selection
Pt102_1_247587868_G_A	Pt102	1.05957841973682	1.18266604953976	0.972130288948	0.846391111564	0.91	1	1.05957841973682	1.18266604953976	1	1	NLRP3	clonal both	no selection
Pt102_1_247978624_C_T	Pt102	1.02618539689965	1.19767321634296	0.987184740084	0.910209984558	1	1	1.02618539689965	1.19767321634296	0	0	OR14A16	clonal both	no selection
Pt102_10_294323_C_A	Pt102	1.08468553615267	1.02630161823697	0.953364291948	0.984346952484	0.84	1	1.08468553615267	1.02630161823697	0	0	ZMYND11	clonal both	no selection
Pt102_10_430502_C_T	Pt102	1.04860687471817	1.02834607956788	0.978940378878	0.983527579048	0.97	1	1.04860687471817	1.02834607956788	0	0	DIP2C	clonal both	no selection
Pt102_10_3176680_G_A	Pt102	0.220911475571732	0.406757979100384	0.166012919043	0.242525135172	0.11	0.32	0.220911475571732	0.406757979100384	0	0	PFKP	subclonal both	no selection
Pt102_10_7762890_C_T	Pt102	1.07783854935118	1.04201163104823	0.960036053489	0.979053234231	0.86	0.98	1.07783854935118	1.04201163104823	0	0	ITIH2	clonal both	no selection
Pt102_10_15688894_G_A	Pt102	1.0528476927928	1.02672572602338	0.974930093314	0.98413010749	0.93	1	1.0528476927928	1.02672572602338	0	0	ITGA8	clonal both	no selection
Pt102_10_16960727_C_T	Pt102	1.02692507246987	1.02538523827505	0.987311102598	0.984494587093	1	1	1.02692507246987	1.02538523827505	0	0	CUBN	clonal both	no selection
Pt102_10_19884204_G_A	Pt102	1.05782257360382	1.0636799528345	0.972047603832	0.967681144807	0.92	0.88	1.05782257360382	1.0636799528345	0	0	MALRD1	clonal both	no selection
Pt102_10_25887565_G_A	Pt102	1.02716047336376	1.03356635024804	0.987256486834	0.98167008666	1	1	1.02716047336376	1.03356635024804	1	1	GPR158	clonal both	no selection
Pt102_10_26286088_G_A	Pt102	1.04888020312364	1.02816691935475	0.977368875407	0.983611259542	0.95	1	1.04888020312364	1.02816691935475	1	1	MYO3A	clonal both	no selection
Pt102_10_37442560_G_A	Pt102	0.235991947794296	0.27429885211436	0.173977809949	0.206521021123	0.19	0.23	0.235991947794296	0.27429885211436	1	1	ANKRD30A	subclonal both	no selection
Pt102_10_37478455_G_A	Pt102	0.97086957457616	1.03018859587196	0.610034243875	0.611109655065	0.52	0.53	0.97086957457616	1.03018859587196	1	1	ANKRD30A	clonal both	no selection
Pt102_10_38344069_G_A	Pt102	1.09770698972627	1.04242607616478	0.943718348501	0.979063956232	0.79	1	1.09770698972627	1.04242607616478	0	0	ZNF33A	clonal both	no selection
Pt102_10_38344070_G_A	Pt102	1.10681408507771	1.03901248997296	0.933953706903	0.980098981814	0.77	1	1.10681408507771	1.03901248997296	1	1	ZNF33A	clonal both	no selection
Pt102_10_48390125_C_T	Pt102	1.0496339113158	1.02538482248642	0.977869032235	0.984293581061	0.97	1	1.0496339113158	1.02538482248642	0	0	RBP3	clonal both	no selection
Pt102_10_48390639_C_T	Pt102	1.04727601603026	1.0217715550997	0.979050602374	0.985650060945	0.95	1	1.04727601603026	1.0217715550997	1	1	RBP3	clonal both	no selection
Pt102_10_49667811_C_T	Pt102	1.05169628067913	1.03559328005774	0.976578713481	0.980844686187	0.94	1	1.05169628067913	1.03559328005774	1	1	ARHGAP22	clonal both	no selection
Pt102_10_49687686_C_A	Pt102	0.214279381585372	0	0.161204822452	0	NA	0	0.214279381585372	0	0	0	0	lost subclonal pre2on	negative selection
Pt102_10_55571371_G_A	Pt102	1.07434021578315	1.1439873932776	0.958919146095	0.889633242249	0.85	0.71	1.07434021578315	1.1439873932776	1	1	PCDH15	clonal both	no selection
Pt102_10_64973712_G_A	Pt102	1.04234695381004	1.04745033534757	0.980551525463	0.976406858089	0.98	0.95	1.04234695381004	1.04745033534757	1	1	JMJD1C	clonal both	no selection
Pt102_10_70411686_G_A	Pt102	1.02799710923651	1.06174937596454	0.986829756596	0.97177568826	1	0.89	1.02799710923651	1.06174937596454	1	1	TET1	clonal both	no selection
Pt102_10_70940153_C_T	Pt102	1.02755382015737	1.05749200259402	0.986811320148	0.968812747452	1	0.89	1.02755382015737	1.05749200259402	0	0	SUPV3L1	clonal both	no selection
Pt102_10_73539134_C_T	Pt102	1.05542051934771	1.02902974995363	0.975895568886	0.983643971139	0.96	1	1.05542051934771	1.02902974995363	0	0	CDH23	clonal both	no selection
Pt102_10_85992529_G_A	Pt102	1.07257478429969	1.06088359838248	0.960559546809	0.969937513358	0.87	0.89	1.07257478429969	1.06088359838248	0	0	LRIT1	clonal both	no selection
Pt102_10_95132711_C_A	Pt102	1.04292798822634	1.05966641874704	0.981157376581	0.970629212295	0.98	0.9	1.04292798822634	1.05966641874704	0	0	MYOF	clonal both	no selection
Pt102_10_97791716_A_C	Pt102	0.213845151642728	0	0.165369244918	0	0.13	0	0.213845151642728	0	1	0	0	lost subclonal pre2on	negative selection
Pt102_10_100189403_G_A	Pt102	1.03782080213401	1.03658127776091	0.983077699824	0.979876446187	1	0.97	1.03782080213401	1.03658127776091	0	0	HPS1	clonal both	no selection
Pt102_10_102089039_C_A	Pt102	1.05879249408876	1.07689233905721	0.972974425825	0.960627868152	0.91	0.85	1.05879249408876	1.07689233905721	1	1	PKD2L1	clonal both	no selection
Pt102_10_105037592_G_T	Pt102	0.223674131555968	0	0.165565398682	0	NA	0	0.223674131555968	0	0	0	0	lost subclonal pre2on	negative selection
Pt102_10_105194057_C_T	Pt102	1.03537935843725	1.05415889859767	0.984457918725	0.973005896723	1	0.93	1.03537935843725	1.05415889859767	1	1	PDCD11	clonal both	no selection
Pt102_10_105659881_G_A	Pt102	1.02614106490405	1.03942628570108	0.987305694457	0.979091700667	1	0.98	1.02614106490405	1.03942628570108	0	0	OBFC1	clonal both	no selection
Pt102_10_106075078_C_T	Pt102	1.06867177689467	1.06913029809278	0.975430172435	0.973329090625	NA	NA	1.06867177689467	1.06913029809278	0	0	ITPRIP	clonal both	no selection
Pt102_10_115896012_G_A	Pt102	1.05470457190455	1.0430136264798	0.974945097576	0.978693908721	0.94	0.99	1.05470457190455	1.0430136264798	0	0	CCDC186	clonal both	no selection
Pt102_10_121341434_G_A	Pt102	1.0529070678432	1.06071388344423	0.975049131764	0.970703494303	0.93	0.9	1.0529070678432	1.06071388344423	1	1	TIAL1	clonal both	no selection
Pt102_10_123970574_G_T	Pt102	1.04021661085224	1.05865837085998	0.983554619573	0.97545505174	1	0.98	1.04021661085224	1.05865837085998	0	0	TACC2	clonal both	no selection
Pt102_10_124380630_G_A	Pt102	1.05108056773897	1.07361378281204	0.976991697419	0.962573629198	0.96	0.86	1.05108056773897	1.07361378281204	1	1	DMBT1	clonal both	no selection
Pt102_10_124399740_A_G	Pt102	1.05325071445209	1.03310944600977	0.976312478801	0.982328729276	0.96	1	1.05325071445209	1.03310944600977	0	0	DMBT1	clonal both	no selection
Pt102_10_125557650_T_G	Pt102	1.0498650873527	1.05190936712124	0.980519544684	0.977315135109	1	1	1.0498650873527	1.05190936712124	0	0	CPXM2	clonal both	no selection
Pt102_10_126678147_C_T	Pt102	0.247821095718084	0.252782414389664	0.173567628269	0.194808444035	0.18	0.12	0.247821095718084	0.252782414389664	0	0	CTBP2	subclonal both	no selection
Pt102_10_131646673_G_A	Pt102	1.03609256971905	1.03212597795341	0.984124755685	0.981975090552	1	1	1.03609256971905	1.03212597795341	0	0	EBF3	clonal both	no selection
Pt102_10_133948622_G_T	Pt102	1.06239323380112	1.0280556922133	0.971115696873	0.983670178058	0.9	1	1.06239323380112	1.0280556922133	0	0	JAKMIP3	clonal both	no selection
